Title,熱中症特別警戒情報・熱中症警戒情報,,,,,,,,,
長野県,48,0,200000,長野,20,1,9,野沢温泉:29/信濃町:28/飯山:30/白馬:28/長野:30/大町:29/信州新町:29/菅平:26/上田:30/穂高:30/東御:29/軽井沢:27/松本:29/立科:31/佐久:31/奈川:27/諏訪:28/開田高原:26/木祖薮原:28/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:29/南木曽:29/飯島:29/飯田:31/浪合:27/南信濃:34,野沢温泉:29/信濃町:28/飯山:30/白馬:28/長野:30/大町:29/信州新町:29/菅平:26/上田:30/穂高:30/東御:28/軽井沢:28/松本:29/立科:30/佐久:31/奈川:28/諏訪:28/開田高原:26/木祖薮原:29/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:30/南木曽:29/飯島:29/飯田:30/浪合:28/南信濃:33,野沢温泉:30/信濃町:29/飯山:32/白馬:28/長野:30/大町:29/信州新町:30/菅平:26/上田:31/穂高:31/東御:29/軽井沢:27/松本:29/立科:31/佐久:31/奈川:28/諏訪:29/開田高原:26/木祖薮原:29/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:30/南木曽:30/飯島:30/飯田:29/浪合:28/南信濃:33
山梨県,49,0,190000,山梨,19,1,9,大泉:30/韮崎:32/甲府:32/勝沼:33/大月:32/古関:32/切石:32/河口湖:29/山中:28/南部:33,大泉:30/韮崎:32/甲府:32/勝沼:33/大月:32/古関:32/切石:32/河口湖:29/山中:28/南部:33,大泉:30/韮崎:32/甲府:31/勝沼:33/大月:31/古関:32/切石:31/河口湖:28/山中:28/南部:32
静岡県,50,0,220000,静岡,22,1,9,井川:30/御殿場:29/富士:32/三島:33/佐久間:33/川根本町:32/清水:33/網代:33/静岡:32/天竜:34/浜松:33/菊川牧之原:31/松崎:33/稲取:32/磐田:31/御前崎:32/石廊崎:32,井川:29/御殿場:29/富士:32/三島:33/佐久間:33/川根本町:32/清水:33/網代:33/静岡:32/天竜:34/浜松:34/菊川牧之原:32/松崎:32/稲取:31/磐田:31/御前崎:33/石廊崎:31,井川:29/御殿場:28/富士:32/三島:33/佐久間:33/川根本町:32/清水:32/網代:32/静岡:31/天竜:33/浜松:34/菊川牧之原:31/松崎:32/稲取:31/磐田:31/御前崎:33/石廊崎:31
愛知県,51,0,230000,愛知,23,1,9,愛西:34/稲武:28/名古屋:31/豊田:31/大府:31/岡崎:32/新城:32/蒲郡:32/南知多:34/豊橋:34/伊良湖:33,愛西:34/稲武:29/名古屋:31/豊田:31/大府:32/岡崎:31/新城:32/蒲郡:31/南知多:34/豊橋:33/伊良湖:33,愛西:34/稲武:29/名古屋:32/豊田:32/大府:32/岡崎:32/新城:32/蒲郡:32/南知多:34/豊橋:34/伊良湖:33
岐阜県,52,0,210000,岐阜,21,0,9,河合:29/神岡:30/白川:29/栃尾:29/高山:29/六厩:26/宮之前:26/長滝:29/萩原:29/八幡:29/宮地:29/樽見:30/金山:30/美濃:31/黒川:29/揖斐川:31/美濃加茂:30/恵那:30/中津川:30/関ケ原:31/大垣:31/岐阜:31/多治見:31,河合:29/神岡:31/白川:30/栃尾:29/高山:29/六厩:26/宮之前:27/長滝:30/萩原:30/八幡:29/宮地:30/樽見:30/金山:30/美濃:32/黒川:29/揖斐川:31/美濃加茂:31/恵那:30/中津川:31/関ケ原:31/大垣:31/岐阜:32/多治見:31,河合:30/神岡:31/白川:31/栃尾:30/高山:29/六厩:26/宮之前:27/長滝:29/萩原:31/八幡:31/宮地:30/樽見:30/金山:31/美濃:32/黒川:29/揖斐川:31/美濃加茂:31/恵那:31/中津川:31/関ケ原:31/大垣:32/岐阜:32/多治見:32
三重県,53,0,240000,三重,24,1,9,桑名:34/四日市:32/亀山:32/上野:32/津:31/小俣:33/粥見:33/鳥羽:33/南伊勢:32/紀伊長島:33/尾鷲:32/熊野新鹿:31,桑名:35/四日市:33/亀山:32/上野:31/津:32/小俣:34/粥見:33/鳥羽:34/南伊勢:33/紀伊長島:34/尾鷲:32/熊野新鹿:31,桑名:35/四日市:32/亀山:31/上野:31/津:31/小俣:34/粥見:33/鳥羽:33/南伊勢:32/紀伊長島:33/尾鷲:32/熊野新鹿:31
新潟県,54,0,150000,新潟,15,1,9,粟島:32/弾崎:32/村上:31/相川:30/両津:31/中条:31/下関:30/新潟:31/羽茂:31/新津:32/巻:31/寺泊:32/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:31/小出:30/高田:31/安塚:29/十日町:29/糸魚川:31/能生:31/関山:28/津南:28/湯沢:29,粟島:31/弾崎:31/村上:31/相川:30/両津:31/中条:31/下関:31/新潟:32/羽茂:31/新津:33/巻:32/寺泊:33/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:32/小出:31/高田:31/安塚:30/十日町:30/糸魚川:31/能生:30/関山:29/津南:28/湯沢:29,粟島:31/弾崎:31/村上:30/相川:31/両津:31/中条:31/下関:30/新潟:31/羽茂:32/新津:32/巻:31/寺泊:33/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:32/小出:30/高田:32/安塚:31/十日町:30/糸魚川:31/能生:31/関山:29/津南:28/湯沢:30
富山県,55,0,160000,富山,16,0,9,朝日:31/氷見:31/魚津:31/伏木:33/富山:32/砺波:31/上市:30/南砺高宮:30/八尾:30,朝日:31/氷見:31/魚津:31/伏木:32/富山:32/砺波:32/上市:30/南砺高宮:31/八尾:31,朝日:31/氷見:31/魚津:30/伏木:31/富山:30/砺波:31/上市:30/南砺高宮:30/八尾:30
石川県,56,0,170000,石川,17,1,9,珠洲:31/輪島:31/志賀:31/七尾:31/羽咋:32/かほく:31/金沢:31/小松:31/白山河内:31/加賀中津原:31,珠洲:31/輪島:33/志賀:32/七尾:32/羽咋:32/かほく:31/金沢:32/小松:32/白山河内:31/加賀中津原:31,珠洲:31/輪島:32/志賀:32/七尾:32/羽咋:32/かほく:31/金沢:32/小松:31/白山河内:31/加賀中津原:31
福井県,57,0,180000,福井,18,0,9,三国:31/越廼:32/福井:32/勝山:30/大野:30/今庄:32/敦賀:32/美浜:31/小浜:32,三国:32/越廼:31/福井:32/勝山:30/大野:30/今庄:31/敦賀:31/美浜:30/小浜:31,三国:31/越廼:31/福井:31/勝山:30/大野:30/今庄:31/敦賀:31/美浜:31/小浜:32
滋賀県,60,0,250000,滋賀,25,0,9,今津:30/長浜:32/米原:32/南小松:32/彦根:33/東近江:31/大津:32/信楽:30/土山:31,今津:30/長浜:32/米原:31/南小松:31/彦根:32/東近江:31/大津:32/信楽:30/土山:30,今津:30/長浜:32/米原:31/南小松:30/彦根:32/東近江:31/大津:31/信楽:30/土山:30
京都府,61,0,260000,京都,26,1,9,間人:31/宮津:32/舞鶴:32/福知山:32/美山:32/園部:31/京都:32/京田辺:31,間人:30/宮津:32/舞鶴:33/福知山:32/美山:33/園部:30/京都:32/京田辺:31,間人:32/宮津:33/舞鶴:33/福知山:31/美山:32/園部:31/京都:32/京田辺:32
大阪府,62,0,270000,大阪,27,1,9,能勢:30/枚方:32/大阪:33/生駒山:28/堺:32/熊取:32,能勢:30/枚方:31/大阪:33/生駒山:27/堺:33/熊取:31,能勢:30/枚方:32/大阪:33/生駒山:28/堺:33/熊取:32
兵庫県,63,0,280000,兵庫,28,1,9,香住:31/豊岡:32/兎和野高原:29/和田山:32/生野:32/柏原:31/一宮:32/福崎:33/西脇:32/上郡:32/姫路:32/三田:31/三木:30/家島:34/明石:33/神戸:32/郡家:34/洲本:33/南淡:35,香住:31/豊岡:33/兎和野高原:30/和田山:31/生野:32/柏原:31/一宮:32/福崎:33/西脇:32/上郡:32/姫路:32/三田:30/三木:30/家島:34/明石:32/神戸:32/郡家:33/洲本:33/南淡:35,香住:32/豊岡:34/兎和野高原:28/和田山:32/生野:32/柏原:31/一宮:32/福崎:32/西脇:31/上郡:32/姫路:32/三田:31/三木:30/家島:34/明石:33/神戸:31/郡家:33/洲本:33/南淡:34
奈良県,64,0,290000,奈良,29,1,9,奈良:32/針:30/大宇陀:30/五條:32/上北山:33/風屋:31,奈良:33/針:30/大宇陀:30/五條:32/上北山:33/風屋:31,奈良:32/針:30/大宇陀:30/五條:31/上北山:32/風屋:31
和歌山県,65,0,300000,和歌山,30,1,9,かつらぎ:34/友ケ島:36/和歌山:32/高野山:28/清水:31/龍神:30/川辺:34/栗栖川:33/新宮:34/西川:32/潮岬:32,かつらぎ:34/友ケ島:36/和歌山:33/高野山:28/清水:31/龍神:30/川辺:34/栗栖川:33/新宮:34/西川:32/潮岬:31,かつらぎ:34/友ケ島:36/和歌山:31/高野山:28/清水:32/龍神:30/川辺:33/栗栖川:33/新宮:34/西川:33/潮岬:32
岡山県,66,0,330000,岡山,33,1,9,上長田:29/千屋:29/奈義:32/今岡:32/久世:33/津山:32/新見:31/福渡:32/和気:32/高梁:33/岡山:32/虫明:32/倉敷:32/笠岡:32/玉野:33,上長田:30/千屋:29/奈義:32/今岡:32/久世:32/津山:32/新見:30/福渡:32/和気:32/高梁:33/岡山:32/虫明:32/倉敷:32/笠岡:33/玉野:33,上長田:29/千屋:29/奈義:31/今岡:30/久世:32/津山:31/新見:29/福渡:32/和気:32/高梁:33/岡山:32/虫明:33/倉敷:32/笠岡:33/玉野:33
広島県,67,0,340000,広島,34,1,9,高野:29/三次:31/庄原:31/大朝:29/油木:29/加計:31/三入:30/世羅:30/府中:32/東広島:29/福山:31/廿日市津田:30/広島:30/竹原:30/生口島:30/大竹:33/呉:31/呉市蒲刈:33,高野:29/三次:31/庄原:31/大朝:30/油木:29/加計:32/三入:30/世羅:30/府中:32/東広島:30/福山:32/廿日市津田:29/広島:31/竹原:30/生口島:31/大竹:34/呉:31/呉市蒲刈:34,高野:29/三次:30/庄原:30/大朝:30/油木:29/加計:31/三入:30/世羅:30/府中:32/東広島:29/福山:32/廿日市津田:30/広島:31/竹原:29/生口島:30/大竹:32/呉:30/呉市蒲刈:32
島根県,68,0,320000,島根,32,0,9,西郷:30/海士:30/鹿島:30/松江:31/出雲:30/大田:31/掛合:31/横田:30/赤名:28/川本:31/浜田:31/瑞穂:30/弥栄:29/益田:31/津和野:31/吉賀:30,西郷:31/海士:31/鹿島:31/松江:31/出雲:31/大田:31/掛合:30/横田:30/赤名:28/川本:31/浜田:31/瑞穂:30/弥栄:29/益田:31/津和野:32/吉賀:30,西郷:30/海士:31/鹿島:30/松江:31/出雲:31/大田:32/掛合:30/横田:29/赤名:28/川本:31/浜田:31/瑞穂:30/弥栄:30/益田:32/津和野:31/吉賀:29
鳥取県,69,0,310000,鳥取,31,1,9,境:31/塩津:31/青谷:31/岩井:31/米子:32/倉吉:30/鳥取:34/智頭:32/茶屋:29,境:31/塩津:30/青谷:31/岩井:32/米子:32/倉吉:30/鳥取:33/智頭:32/茶屋:29,境:31/塩津:31/青谷:32/岩井:31/米子:32/倉吉:30/鳥取:33/智頭:32/茶屋:29
徳島県,71,0,360000,徳島,36,1,9,池田:33/穴吹:33/徳島:32/京上:32/蒲生田:33/木頭:33/日和佐:34/海陽:33,池田:34/穴吹:34/徳島:33/京上:32/蒲生田:33/木頭:33/日和佐:33/海陽:33,池田:33/穴吹:33/徳島:32/京上:31/蒲生田:34/木頭:32/日和佐:33/海陽:31
香川県,72,0,370000,香川,37,1,9,内海:35/高松:33/多度津:33/滝宮:33/引田:31/財田:34,内海:35/高松:33/多度津:34/滝宮:34/引田:32/財田:35,内海:34/高松:32/多度津:33/滝宮:32/引田:31/財田:33
愛媛県,73,0,380000,愛媛,38,1,9,大三島:33/今治:30/西条:31/新居浜:32/四国中央:33/松山:32/長浜:30/久万:30/大洲:31/瀬戸:32/宇和:32/宇和島:33/近永:32/御荘:33,大三島:33/今治:30/西条:31/新居浜:32/四国中央:33/松山:33/長浜:30/久万:31/大洲:31/瀬戸:32/宇和:32/宇和島:32/近永:33/御荘:33,大三島:33/今治:30/西条:31/新居浜:32/四国中央:32/松山:32/長浜:30/久万:31/大洲:31/瀬戸:31/宇和:31/宇和島:32/近永:31/御荘:33
高知県,74,0,390000,高知,39,1,9,本川:30/本山:32/大栃:32/高知:32/後免:31/安芸:32/梼原:29/須崎:30/窪川:32/室戸岬:31/江川崎:33/佐賀:32/宿毛:31/中村:33/清水:32,本川:30/本山:32/大栃:33/高知:32/後免:31/安芸:32/梼原:29/須崎:30/窪川:32/室戸岬:31/江川崎:34/佐賀:32/宿毛:31/中村:32/清水:32,本川:29/本山:32/大栃:32/高知:32/後免:31/安芸:32/梼原:30/須崎:30/窪川:31/室戸岬:31/江川崎:32/佐賀:31/宿毛:31/中村:33/清水:32
山口県,81,0,350000,山口,35,0,9,須佐:30/萩:31/油谷:29/徳佐:30/秋吉台:29/広瀬:32/豊田:30/山口:32/岩国:31/防府:32/下松:32/玖珂:31/下関:31/柳井:31/安下庄:32,須佐:31/萩:31/油谷:30/徳佐:30/秋吉台:29/広瀬:31/豊田:30/山口:31/岩国:32/防府:31/下松:32/玖珂:31/下関:30/柳井:31/安下庄:32,須佐:31/萩:31/油谷:30/徳佐:29/秋吉台:29/広瀬:32/豊田:31/山口:32/岩国:30/防府:32/下松:32/玖珂:31/下関:31/柳井:31/安下庄:30
福岡県,82,0,400000,福岡,40,0,9,宗像:30/八幡:30/行橋:30/飯塚:30/前原:31/福岡:32/太宰府:31/添田:31/朝倉:32/久留米:31/黒木:31/大牟田:31,宗像:29/八幡:29/行橋:31/飯塚:29/前原:30/福岡:31/太宰府:31/添田:30/朝倉:30/久留米:30/黒木:29/大牟田:31,宗像:29/八幡:30/行橋:30/飯塚:29/前原:29/福岡:32/太宰府:30/添田:29/朝倉:30/久留米:30/黒木:30/大牟田:29
大分県,83,0,440000,大分,44,1,9,国見:31/中津:31/豊後高田:32/院内:32/杵築:32/日田:31/玖珠:30/湯布院:29/大分:33/犬飼:30/竹田:30/佐伯:32/宇目:31/蒲江:32,国見:31/中津:30/豊後高田:32/院内:32/杵築:32/日田:31/玖珠:30/湯布院:30/大分:33/犬飼:32/竹田:31/佐伯:31/宇目:31/蒲江:31,国見:30/中津:30/豊後高田:32/院内:31/杵築:31/日田:30/玖珠:29/湯布院:29/大分:33/犬飼:31/竹田:30/佐伯:31/宇目:30/蒲江:30
長崎県,84,0,420000,長崎,42,0,9,鰐浦:29/厳原:30/芦辺:30/平戸:29/松浦:30/佐世保:30/西海:30/有川:29/長崎:29/雲仙岳:27/島原:31/福江:29/口之津:31/脇岬:29,鰐浦:29/厳原:30/芦辺:30/平戸:29/松浦:31/佐世保:29/西海:29/有川:28/長崎:29/雲仙岳:26/島原:31/福江:29/口之津:32/脇岬:29,鰐浦:30/厳原:30/芦辺:30/平戸:29/松浦:31/佐世保:30/西海:29/有川:29/長崎:30/雲仙岳:26/島原:30/福江:29/口之津:32/脇岬:29
佐賀県,85,0,410000,佐賀,41,0,9,唐津:31/伊万里:30/佐賀:31/嬉野:30/白石:31,唐津:30/伊万里:30/佐賀:29/嬉野:29/白石:30,唐津:31/伊万里:30/佐賀:29/嬉野:30/白石:31
熊本県,86,0,430000,熊本,43,0,9,鹿北:30/南小国:28/岱明:31/菊池:30/阿蘇乙姫:29/熊本:31/南阿蘇:30/高森:28/三角:31/甲佐:30/松島:30/本渡:30/八代:31/水俣:31/人吉:30/上:31/牛深:32,鹿北:29/南小国:28/岱明:31/菊池:30/阿蘇乙姫:28/熊本:30/南阿蘇:30/高森:29/三角:32/甲佐:31/松島:30/本渡:30/八代:32/水俣:31/人吉:31/上:31/牛深:31,鹿北:29/南小国:28/岱明:29/菊池:28/阿蘇乙姫:28/熊本:29/南阿蘇:30/高森:28/三角:31/甲佐:30/松島:31/本渡:30/八代:31/水俣:31/人吉:31/上:32/牛深:32
宮崎県,87,0,450000,宮崎,45,1,9,高千穂:30/古江:33/鞍岡:29/延岡:32/日向:32/神門:31/西米良:31/高鍋:31/加久藤:31/西都:32/小林:30/宮崎:31/田野:30/都城:30/油津:31/串間:31,高千穂:30/古江:32/鞍岡:30/延岡:32/日向:33/神門:32/西米良:32/高鍋:32/加久藤:31/西都:33/小林:30/宮崎:32/田野:30/都城:31/油津:31/串間:30,高千穂:30/古江:32/鞍岡:29/延岡:31/日向:32/神門:31/西米良:31/高鍋:31/加久藤:31/西都:32/小林:30/宮崎:31/田野:30/都城:31/油津:31/串間:32
鹿児島県（奄美地方除く）,88,1,460100,鹿児島,46,1,9,阿久根:31/大口:31/さつま柏原:30/中甑:30/川内:31/東市来:31/牧之原:27/鹿児島:30/輝北:29/加世田:30/志布志:31/喜入:30/鹿屋:31/肝付前田:31/枕崎:30/指宿:31/内之浦:32/田代:30/種子島:32/上中:31/屋久島:32/尾之間:33,阿久根:31/大口:31/さつま柏原:31/中甑:31/川内:31/東市来:31/牧之原:28/鹿児島:30/輝北:30/加世田:31/志布志:32/喜入:30/鹿屋:31/肝付前田:31/枕崎:31/指宿:31/内之浦:32/田代:30/種子島:31/上中:32/屋久島:32/尾之間:33,阿久根:31/大口:31/さつま柏原:32/中甑:32/川内:32/東市来:31/牧之原:29/鹿児島:32/輝北:30/加世田:32/志布志:32/喜入:31/鹿屋:32/肝付前田:32/枕崎:31/指宿:32/内之浦:31/田代:31/種子島:32/上中:31/屋久島:33/尾之間:33
奄美地方,88,2,460040,鹿児島,46,0,9,中之島:31/名瀬:31/古仁屋:31/伊仙:32/沖永良部:31,中之島:30/名瀬:31/古仁屋:31/伊仙:32/沖永良部:31,中之島:30/名瀬:31/古仁屋:31/伊仙:32/沖永良部:31
沖縄本島地方,91,0,471000,沖縄,47,0,9,伊是名:32/奥:31/名護:31/久米島:32/宮城島:30/渡嘉敷:30/那覇:32/糸数:30,伊是名:32/奥:31/名護:31/久米島:32/宮城島:31/渡嘉敷:29/那覇:30/糸数:29,伊是名:32/奥:30/名護:32/久米島:32/宮城島:31/渡嘉敷:29/那覇:31/糸数:30
大東島地方,92,0,472000,沖縄,47,0,9,南大東:32,南大東:31,南大東:32
宮古島地方,93,0,473000,沖縄,47,0,9,宮古島:30,宮古島:31,宮古島:31
八重山地方,94,0,474000,沖縄,47,0,9,伊原間:31/与那国島:30/西表島:31/石垣島:32/大原:31/波照間:31,伊原間:30/与那国島:30/西表島:32/石垣島:30/大原:32/波照間:32,伊原間:30/与那国島:30/西表島:31/石垣島:30/大原:31/波照間:31
